2025-12-29T12:59:28,258 INFO  [main] base.PageBase - Webpage opened Successfully
2025-12-29T12:59:28,562 INFO  [main] base.PageBase - Element By.xpath: //button[@alt='Continue shopping']does not exists 
2025-12-29T12:59:28,645 INFO  [main] base.PageBase - Waited till element By.id: nav-link-accountList-nav-line-1 to be visible
2025-12-29T12:59:30,452 INFO  [main] base.PageBase - Clicked Element by Exact Text Bestsellers
2025-12-29T12:59:30,488 INFO  [main] base.PageBase - Waited till element By.xpath: //h1[text()='Amazon Bestsellers'] to be visible
2025-12-29T12:59:30,510 INFO  [main] base.PageBase - Element By.xpath: //h1[text()='Amazon Bestsellers'] is Displayed Correctly
2025-12-29T12:59:30,510 INFO  [main] hooks.Hooks - Ending Scenario Verify that clicking Best Sellers will open Best Sellers page | Status: PASSED
2025-12-29T12:59:30,974 INFO  [main] hooks.Hooks - Starting Scenario: Verify that clicking Today's Deals will open Today's Deals page
2025-12-29T12:59:40,690 INFO  [main] base.PageBase - Webpage opened Successfully
2025-12-29T12:59:40,734 INFO  [main] base.PageBase - Element By.xpath: //button[@alt='Continue shopping']does not exists 
2025-12-29T12:59:40,946 INFO  [main] base.PageBase - Waited till element By.id: nav-link-accountList-nav-line-1 to be visible
2025-12-29T12:59:42,950 INFO  [main] base.PageBase - Clicked Element by Exact Text Today's Deals
2025-12-29T12:59:42,984 INFO  [main] base.PageBase - Waited till element By.id: slot-2 to be visible
2025-12-29T12:59:43,030 INFO  [main] base.PageBase - Element By.id: slot-2 is Displayed Correctly
2025-12-29T12:59:43,030 INFO  [main] hooks.Hooks - Ending Scenario Verify that clicking Today's Deals will open Today's Deals page | Status: PASSED
2025-12-29T12:59:43,472 INFO  [main] hooks.Hooks - Starting Scenario: Verify that clicking Mobiles will open Mobiles page
2025-12-29T12:59:49,513 INFO  [main] base.PageBase - Webpage opened Successfully
2025-12-29T12:59:52,431 INFO  [main] base.PageBase - Element By.xpath: //button[@alt='Continue shopping']does not exists 
2025-12-29T12:59:52,620 INFO  [main] base.PageBase - Waited till element By.id: nav-link-accountList-nav-line-1 to be visible
2025-12-29T12:59:58,305 INFO  [main] base.PageBase - Clicked Element by Exact Text Mobiles
2025-12-29T12:59:58,340 INFO  [main] base.PageBase - Waited till element By.xpath: //span/h2[contains(text(),'Mobiles & Accessories')] to be visible
2025-12-29T12:59:58,365 INFO  [main] base.PageBase - Element By.xpath: //span/h2[contains(text(),'Mobiles & Accessories')] is Displayed Correctly
2025-12-29T12:59:58,365 INFO  [main] hooks.Hooks - Ending Scenario Verify that clicking Mobiles will open Mobiles page | Status: PASSED
2025-12-29T12:59:58,852 INFO  [main] hooks.Hooks - Starting Scenario: Verify that clicking Customer Service will open Customer Service page
